use_direct_model,teacher_forcing,n_past,learning_rate,batch_size,epochs,lag,filter_time,downsample_factor,r2_teacher_flex,r2_teacher_pron,r2_teacher,r2_ss_flex,r2_ss_pron,r2_ss,features,warm_up
True,True,3,8e-05,32,150,3,20.0,1.0,0.9993961453437805,0.9942726492881775,0.996834397315979,-0.1298227310180664,0.13581949472427368,0.0030007660388946533,,
False,False,3,0.0001,32,1000,1,,,0.9806632995605469,0.9180620908737183,0.9493628740310669,0.9145029783248901,0.6603095531463623,0.7874059677124023,"('mav', ('zc', 0.003), ('ssc', 0.0003), 'wl')",20.0
False,False,3,0.0001,32,1000,5,,,0.9865402579307556,0.9498420357704163,0.9681912660598755,0.9192091822624207,0.6547673344612122,0.7869892716407776,"('mav', ('zc', 0.003), ('ssc', 0.0003), 'wl')",20.0
True,False,3,8e-05,128,1000,1,20.0,3.0,0.9755290150642395,0.9263116121292114,0.9509202837944031,0.7968951463699341,0.4618180990219116,0.6293567419052124,,20.0
False,True,3,0.0001,32,150,1,,,0.9993312954902649,0.9948553442955017,0.9970933198928833,-0.6918259859085083,-1.1187481880187988,-0.9052795767784119,"('mav', ('zc', 0.003), ('ssc', 0.0003), 'wl')",
True,True,3,8e-05,128,150,1,20.0,3.0,0.9980031251907349,0.9942529797554016,0.9961280822753906,-0.30172133445739746,0.11533761024475098,-0.09319159388542175,,
False,True,3,0.0001,32,150,5,,,0.9989969730377197,0.9944495558738708,0.9967232942581177,-2.5507383346557617,-0.05424165725708008,-1.3024861812591553,"('mav', ('zc', 0.003), ('ssc', 0.0003), 'wl')",
