epoch,loss,val_loss
0,0.025655589997768402,0.0200825072824955
1,0.019308175891637802,0.01851017028093338
2,0.01845622807741165,0.017878368496894836
3,0.017950210720300674,0.017796417698264122
4,0.017582377418875694,0.01726449653506279
5,0.0172954760491848,0.01701853796839714
6,0.017020635306835175,0.01681567169725895
7,0.016812926158308983,0.016689274460077286
8,0.016628863289952278,0.01656724140048027
9,0.016478855162858963,0.016398493200540543
10,0.01633014902472496,0.016506686806678772
11,0.01620328240096569,0.016030121594667435
12,0.016065428033471107,0.016157541424036026
13,0.01597188040614128,0.01618684083223343
14,0.015902811661362648,0.01583050563931465
15,0.015804506838321686,0.01586807146668434
16,0.01570848561823368,0.015898743644356728
17,0.015643080696463585,0.015657547861337662
18,0.015567673370242119,0.015628106892108917
19,0.015500988811254501,0.015655124559998512
20,0.01543424092233181,0.015451355837285519
21,0.015358471311628819,0.015518859960138798
22,0.015294195152819157,0.015414691530168056
23,0.015243560075759888,0.015339461155235767
24,0.015181750990450382,0.015313280746340752
25,0.015136445872485638,0.015407847240567207
26,0.015090948902070522,0.015318636782467365
27,0.015046278014779091,0.01521547231823206
28,0.014982934109866619,0.015173934400081635
29,0.014929831959307194,0.01520045381039381
30,0.014896627515554428,0.015091820620000362
31,0.014862438663840294,0.015159467235207558
32,0.014819652773439884,0.015014630742371082
33,0.014775462448596954,0.015066778287291527
34,0.014729851856827736,0.015140725299715996
35,0.014709713868796825,0.01501559279859066
36,0.014656583778560162,0.015058817341923714
37,0.014631783589720726,0.01490784715861082
38,0.01458754949271679,0.014885425567626953
39,0.014574851840734482,0.014886921271681786
40,0.01453381311148405,0.014892460778355598
41,0.014498256146907806,0.0150607880204916
42,0.01445756759494543,0.014827658422291279
43,0.014423790387809277,0.01484448742121458
44,0.014394896104931831,0.014870177023112774
45,0.014396166428923607,0.014758949168026447
46,0.014333087019622326,0.014810889028012753
47,0.01433640532195568,0.014788888394832611
48,0.014298563823103905,0.014830918051302433
49,0.014276813715696335,0.014835180714726448
50,0.014232106506824493,0.014740997925400734
51,0.014230512082576752,0.014571432955563068
52,0.014210307970643044,0.014655259437859058
53,0.014181602746248245,0.014787334017455578
54,0.014143280684947968,0.014699737541377544
55,0.014131342060863972,0.014694135636091232
56,0.014103776775300503,0.01467411033809185
57,0.014081979170441628,0.014758876524865627
58,0.014071227051317692,0.014688457362353802
59,0.014046143740415573,0.014650636352598667
60,0.014020546339452267,0.014614807441830635
61,0.014003468677401543,0.014654858037829399
62,0.01397605612874031,0.014582328498363495
63,0.013954691588878632,0.01472120825201273
64,0.013942025601863861,0.014603111892938614
65,0.013927383348345757,0.014670753851532936
66,0.013900994323194027,0.0145332682877779
67,0.013894893229007721,0.014705563895404339
68,0.01386145781725645,0.014532418921589851
69,0.01383255235850811,0.014572459273040295
70,0.013825392350554466,0.014644971117377281
71,0.013805319555103779,0.014567582868039608
72,0.01378576084971428,0.014571827836334705
73,0.01375882513821125,0.014539049938321114
74,0.013741802424192429,0.0145201925188303
75,0.013734414242208004,0.014556774869561195
76,0.013712258078157902,0.014552135020494461
77,0.013698166236281395,0.01451023854315281
78,0.013684656471014023,0.01454369816929102
79,0.013658144511282444,0.014648089185357094
80,0.013635252602398396,0.014546909369528294
81,0.013613021932542324,0.014511851593852043
82,0.01358896866440773,0.014514010399580002
83,0.013564664870500565,0.01453439425677061
84,0.013570327311754227,0.01458903681486845
85,0.01355401799082756,0.014442048035562038
86,0.013534230180084705,0.014527100138366222
87,0.013501022942364216,0.014519989490509033
88,0.013477151282131672,0.01448565162718296
89,0.013470112346112728,0.014595859684050083
90,0.013481331057846546,0.014511629939079285
91,0.013443565927445889,0.014401872642338276
92,0.013403535820543766,0.014569721184670925
93,0.01340805646032095,0.014533120207488537
94,0.013387278653681278,0.014545095153152943
95,0.013375306501984596,0.014518662355840206
96,0.013354860246181488,0.014528012834489346
97,0.013349415734410286,0.014470327645540237
98,0.013331206515431404,0.014457514509558678
99,0.013306604698300362,0.014485769905149937
100,0.01329908799380064,0.014453336596488953
101,0.013306425884366035,0.01442921906709671
102,0.01326075755059719,0.014442739076912403
103,0.013256099075078964,0.014465874060988426
104,0.013234937563538551,0.01454181969165802
105,0.01321573555469513,0.01468844898045063
106,0.013215050101280212,0.014519338496029377
