epoch, loss, val_loss
0.000000,0.020508,0.009200
1.000000,0.010445,0.007697
2.000000,0.009109,0.006480
3.000000,0.008302,0.006046
4.000000,0.007873,0.005672
5.000000,0.007568,0.005367
6.000000,0.007328,0.005102
7.000000,0.007073,0.004850
8.000000,0.006812,0.004731
9.000000,0.006631,0.004562
10.000000,0.006575,0.004720
11.000000,0.006471,0.004512
12.000000,0.006446,0.004528
13.000000,0.006274,0.004360
14.000000,0.006305,0.004356
15.000000,0.006167,0.004306
16.000000,0.006109,0.004281
17.000000,0.006051,0.004169
18.000000,0.006005,0.004100
19.000000,0.005923,0.004088
20.000000,0.005851,0.004097
21.000000,0.005802,0.004000
22.000000,0.005770,0.004015
23.000000,0.005826,0.004051
24.000000,0.005791,0.004085
25.000000,0.005809,0.004048
26.000000,0.005783,0.003916
27.000000,0.005789,0.003974
28.000000,0.005806,0.004169
29.000000,0.005802,0.003915
30.000000,0.005742,0.003921
31.000000,0.005597,0.003863
32.000000,0.005502,0.003750
33.000000,0.005408,0.003731
34.000000,0.005346,0.003772
35.000000,0.005272,0.003717
36.000000,0.005271,0.003702
37.000000,0.005245,0.003837
38.000000,0.005280,0.003736
39.000000,0.005253,0.003736
40.000000,0.005262,0.003768
41.000000,0.005244,0.003719
42.000000,0.005249,0.003718
43.000000,0.005271,0.003734
44.000000,0.005268,0.003762
45.000000,0.005260,0.003678
46.000000,0.005282,0.003683
47.000000,0.005290,0.003688
48.000000,0.005318,0.003691
49.000000,0.005310,0.003721
50.000000,0.005348,0.003687
51.000000,0.005345,0.003655
52.000000,0.005390,0.003628
53.000000,0.005410,0.003677
54.000000,0.005422,0.003666
55.000000,0.005453,0.003704
56.000000,0.005492,0.003687
57.000000,0.005537,0.003735
58.000000,0.005510,0.003701
59.000000,0.005502,0.003683
60.000000,0.005507,0.003671
61.000000,0.005522,0.003655
62.000000,0.005546,0.003676
63.000000,0.005570,0.003726
64.000000,0.005561,0.003645
65.000000,0.005607,0.003686
66.000000,0.005680,0.003700
67.000000,0.005712,0.003745
68.000000,0.005711,0.003731
69.000000,0.005772,0.003693
70.000000,0.005819,0.003740
71.000000,0.005864,0.003772
72.000000,0.005955,0.003814
73.000000,0.005964,0.003748
74.000000,0.005999,0.003750
75.000000,0.006062,0.003763
76.000000,0.006151,0.003804
77.000000,0.006209,0.003824
78.000000,0.006255,0.003883
79.000000,0.006292,0.003918
80.000000,0.006405,0.003863
81.000000,0.006447,0.003867
82.000000,0.006503,0.003880
83.000000,0.006601,0.003873
84.000000,0.006653,0.003938
85.000000,0.006766,0.003960
86.000000,0.006774,0.003968
87.000000,0.006842,0.004076
88.000000,0.007009,0.004023
89.000000,0.007079,0.004068
90.000000,0.007172,0.004078
91.000000,0.007298,0.004159
92.000000,0.007355,0.004229
93.000000,0.007449,0.004168
94.000000,0.007550,0.004185
95.000000,0.007674,0.004204
96.000000,0.007754,0.004212
97.000000,0.007885,0.004234
98.000000,0.007961,0.004312
99.000000,0.008042,0.004398
