epoch, loss, val_loss, epsilon 
1, 0.0223232489079237, 0.004573479760438204, 1 
2, 0.003746448550373316, 0.0021159218158572912, 1 
3, 0.0024013295769691467, 0.001599437091499567, 1 
4, 0.001733932876959443, 0.0010845786891877651, 1 
5, 0.0010337523417547345, 0.0005387932760640979, 1 
6, 0.0004690073255915195, 0.00029311160324141383, 1 
7, 0.000328882597386837, 0.0002555066021159291, 1 
8, 0.00029978889506310225, 0.0002379737125011161, 1 
9, 0.00028322089929133654, 0.00022827803331892937, 1 
10, 0.00027218053583055735, 0.00022076116874814034, 1 
11, 0.0002627632929943502, 0.00021495703549589962, 1 
12, 0.0002548444317653775, 0.0002070611371891573, 1 
13, 0.00024556423886679113, 0.0002020453248405829, 1 
14, 0.00023791578132659197, 0.00019154731126036495, 1 
15, 0.00023027774295769632, 0.00018631665443535894, 1 
16, 0.00022275769151747227, 0.00018094081315211952, 1 
17, 0.00021516840206459165, 0.00017511706391815096, 1 
18, 0.00020890306041110307, 0.00016927313117776066, 1 
19, 0.00020148928160779178, 0.00016438549209851772, 1 
20, 0.00019492630963213742, 0.0001593961351318285, 1 
21, 0.000188787656952627, 0.0001543495018268004, 1.0 
22, 0.00018311869644094259, 0.00015085186169017106, 0.998998998998999 
23, 0.0001783941115718335, 0.00014624992036260664, 0.997997997997998 
24, 0.00017461511015426368, 0.0001424220099579543, 0.996996996996997 
25, 0.00017100600234698504, 0.0001387033989885822, 0.995995995995996 
26, 0.00016771108494140208, 0.00013654706708621234, 0.994994994994995 
27, 0.00016474368749186397, 0.00013295479584485292, 0.993993993993994 
28, 0.00016303634038195014, 0.00013074031448923051, 0.992992992992993 
29, 0.00016045676602516323, 0.0001287377526750788, 0.991991991991992 
30, 0.00015851586067583412, 0.00012675613106694072, 0.990990990990991 
31, 0.00015767278091516346, 0.0001247905456693843, 0.98998998998999 
32, 0.00015717388305347413, 0.000124134894576855, 0.988988988988989 
33, 0.0001559525408083573, 0.00012222428631503135, 0.987987987987988 
34, 0.0001556727511342615, 0.00012233892630320042, 0.986986986986987 
35, 0.0001570480380905792, 0.00012186049571027979, 0.985985985985986 
36, 0.00015582343621645123, 0.00012018674897262827, 0.984984984984985 
37, 0.00015771595644764602, 0.00012011034414172173, 0.983983983983984 
38, 0.00015887143672443926, 0.00012033632083330303, 0.982982982982983 
39, 0.0001593694614712149, 0.00011938318493776023, 0.9819819819819819 
40, 0.00016001092444639653, 0.00011954743968090042, 0.980980980980981 
41, 0.00015943052130751312, 0.00011899113451363519, 0.97997997997998 
42, 0.00016248058818746358, 0.00011889280722243711, 0.978978978978979 
43, 0.00016035691078286618, 0.00011910161993000656, 0.977977977977978 
44, 0.0001616463268874213, 0.00011874373012688011, 0.9769769769769769 
45, 0.00016379851149395108, 0.00011846167035400867, 0.975975975975976 
46, 0.00016545836115255952, 0.0001184919528895989, 0.974974974974975 
47, 0.0001630018959986046, 0.00011780990462284535, 0.973973973973974 
48, 0.00016545456310268492, 0.0001180590916192159, 0.972972972972973 
49, 0.00016620811948087066, 0.00011933076166315004, 0.9719719719719719 
50, 0.00016800397133920342, 0.00011981282295892015, 0.970970970970971 
51, 0.00016956074978224933, 0.00012007767509203404, 0.96996996996997 
52, 0.0001692145742708817, 0.0001184027423732914, 0.968968968968969 
53, 0.0001715832477202639, 0.00011804396490333602, 0.967967967967968 
54, 0.0001710541982902214, 0.00011869649461004883, 0.9669669669669669 
55, 0.00017314692377112806, 0.00011757040920201689, 0.965965965965966 
56, 0.0001769500959198922, 0.00011746655218303204, 0.964964964964965 
57, 0.0001746039924910292, 0.0001190381808555685, 0.963963963963964 
58, 0.0001812766131479293, 0.00011901693505933508, 0.962962962962963 
59, 0.0001789154630387202, 0.00011865665146615356, 0.9619619619619619 
60, 0.00017886767454911023, 0.00011942272976739332, 0.960960960960961 
61, 0.00017952386406250298, 0.00011995019303867593, 0.95995995995996 
62, 0.00017996577662415802, 0.00011808102135546505, 0.958958958958959 
63, 0.00018208888650406152, 0.00012515770504251122, 0.9579579579579579 
64, 0.0001829454122344032, 0.00012008014164166525, 0.9569569569569569 
65, 0.00018346727301832289, 0.00011785324022639543, 0.955955955955956 
66, 0.0001887311809696257, 0.00011832440213765949, 0.954954954954955 
67, 0.00018532956892158836, 0.00012003773736068979, 0.953953953953954 
68, 0.00018962159811053425, 0.00011884071136591956, 0.9529529529529529 
69, 0.00019358695135451853, 0.00012062964378856122, 0.9519519519519519 
70, 0.00019200248061679304, 0.0001188629466923885, 0.950950950950951 
71, 0.00019694205548148602, 0.0001213306823046878, 0.94994994994995 
72, 0.00019536841136869043, 0.0001204695290653035, 0.948948948948949 
73, 0.00019471923587843776, 0.00012025322212139145, 0.9479479479479479 
74, 0.00019645076827146113, 0.00011854778131237254, 0.9469469469469469 
75, 0.00019612516916822642, 0.00012153279385529459, 0.9459459459459459 
76, 0.00020022927492391318, 0.00011939575779251754, 0.944944944944945 
77, 0.00019949582929257303, 0.00012039655121043324, 0.943943943943944 
78, 0.00019789463840425014, 0.00011923231068067253, 0.9429429429429429 
79, 0.000206274664378725, 0.00011970550258411095, 0.9419419419419419 
80, 0.00020652878447435796, 0.00012457757839001715, 0.9409409409409409 
81, 0.00020676694111898541, 0.00012090178643120453, 0.93993993993994 
82, 0.0002095832023769617, 0.00012242308002896607, 0.938938938938939 
83, 0.00020953496277797967, 0.00012097014405298978, 0.9379379379379379 
84, 0.00021332170581445098, 0.00012035329564241692, 0.9369369369369369 
85, 0.00021027683396823704, 0.00011976939276792109, 0.9359359359359359 
86, 0.00020999783009756356, 0.0001205160515382886, 0.934934934934935 
87, 0.00021091048256494105, 0.00012165591033408418, 0.933933933933934 
88, 0.00021109607769176364, 0.00012511687236838043, 0.9329329329329329 
89, 0.00021636496239807457, 0.00012267992133274674, 0.9319319319319319 
90, 0.0002170335064874962, 0.0001237889809999615, 0.9309309309309309 
91, 0.0002189796359743923, 0.00012394059740472585, 0.92992992992993 
92, 0.00022301515855360776, 0.0001329247752437368, 0.928928928928929 
93, 0.00022322799486573786, 0.00012363420682959259, 0.9279279279279279 
94, 0.00022569041175302118, 0.00012252616579644382, 0.9269269269269269 
95, 0.0002222068578703329, 0.00012250049621798098, 0.9259259259259259 
96, 0.00022522566723637283, 0.00012254885223228484, 0.924924924924925 
97, 0.00022603958495892584, 0.00012364619760774076, 0.9239239239239239 
98, 0.00023262730974238366, 0.00012225321552250534, 0.9229229229229229 
99, 0.00023054418852552772, 0.000128290630527772, 0.9219219219219219 
100, 0.00022954572341404855, 0.00012369309843052179, 0.9209209209209209 
101, 0.0002313886070623994, 0.00013196123472880572, 0.91991991991992 
102, 0.00023515065549872816, 0.00012637849431484938, 0.9189189189189189 
103, 0.00023613337543793023, 0.00012408745533321053, 0.9179179179179179 
104, 0.00024270779977086931, 0.00012445070024114102, 0.9169169169169169 
105, 0.0002439883246552199, 0.00012641045032069087, 0.9159159159159159 
106, 0.0002454394707456231, 0.00012695975601673126, 0.914914914914915 
107, 0.00024309377477038652, 0.0001288992934860289, 0.9139139139139139 
108, 0.0002464358985889703, 0.00013151565508451313, 0.9129129129129129 
109, 0.00024615871370770037, 0.00012997993326280266, 0.9119119119119119 
110, 0.0002445777063257992, 0.00012561252515297383, 0.9109109109109109 
111, 0.00024667804245837033, 0.00012849134509451687, 0.9099099099099099 
112, 0.00024712964659556746, 0.0001348580844933167, 0.9089089089089089 
113, 0.0002452260523568839, 0.00012699775106739253, 0.9079079079079079 
114, 0.0002516208332963288, 0.00012743263505399227, 0.9069069069069069 
115, 0.00025812926469370723, 0.0001275040121981874, 0.9059059059059059 
116, 0.0002601876622065902, 0.000127675142721273, 0.9049049049049049 
117, 0.00025579388602636755, 0.00012962380424141884, 0.9039039039039038 
118, 0.00025954790180549026, 0.00012665842950809747, 0.9029029029029029 
119, 0.00025871809339150786, 0.00013137556379660964, 0.9019019019019019 
120, 0.0002671889087650925, 0.00013007910456508398, 0.9009009009009009 
121, 0.0002712798013817519, 0.00012786871229764074, 0.8998998998998999 
122, 0.00026867640553973615, 0.00013115550973452628, 0.8988988988988988 
123, 0.00026983447605744004, 0.00012757463264279068, 0.8978978978978979 
124, 0.00026778795290738344, 0.0001307820639340207, 0.8968968968968969 
125, 0.0002730971609707922, 0.00013069878332316875, 0.8958958958958959 
126, 0.000266854593064636, 0.00013220358232501894, 0.8948948948948949 
127, 0.00027126824716106057, 0.00013174071500543505, 0.8938938938938938 
128, 0.00027654177392832935, 0.00013605151616502553, 0.8928928928928929 
129, 0.0002737391914706677, 0.00013122102245688438, 0.8918918918918919 
130, 0.000279952771961689, 0.00013899289479013532, 0.8908908908908909 
131, 0.00027598132146522403, 0.00013035358279012144, 0.8898898898898899 
132, 0.00027595460414886475, 0.00012855883687734604, 0.8888888888888888 
133, 0.00028014322742819786, 0.00013163710536900908, 0.8878878878878879 
134, 0.00027520631556399167, 0.0001294866669923067, 0.8868868868868869 
135, 0.00028481250046752393, 0.00013336725533008575, 0.8858858858858859 
136, 0.00028150223079137504, 0.00013597664656117558, 0.8848848848848849 
137, 0.0002760550705716014, 0.0001323812612099573, 0.8838838838838838 
138, 0.0002785568649414927, 0.00013117883645463735, 0.8828828828828829 
139, 0.0002788987767416984, 0.000131077496916987, 0.8818818818818819 
140, 0.00028235421632416546, 0.00013062101788818836, 0.8808808808808809 
141, 0.000285971793346107, 0.0001285056205233559, 0.8798798798798799 
142, 0.00028398094582371414, 0.00014118917169980705, 0.8788788788788788 
143, 0.00029304446070455015, 0.00013107745326124132, 0.8778778778778779 
144, 0.0002950418274849653, 0.00012809198233298957, 0.8768768768768769 
145, 0.0002971622161567211, 0.00013548837159760296, 0.8758758758758759 
146, 0.0003000619763042778, 0.0001344274205621332, 0.8748748748748749 
147, 0.0002936041564680636, 0.0001283676247112453, 0.8738738738738738 
148, 0.0002964002196677029, 0.00013335903349798173, 0.8728728728728729 
149, 0.0002940328558906913, 0.0001345837372355163, 0.8718718718718719 
150, 0.00029273255495354533, 0.00013623753329738975, 0.8708708708708709 
151, 0.0002925599692389369, 0.00013025078806094825, 0.8698698698698699 
152, 0.0003032672393601388, 0.00013680184201803058, 0.8688688688688688 
153, 0.00030076599796302617, 0.00012925615010317415, 0.8678678678678678 
154, 0.0003026297490578145, 0.00013596078497357666, 0.8668668668668669 
155, 0.0003066969511564821, 0.00012933544348925352, 0.8658658658658659 
156, 0.0003102327464148402, 0.0001320601295446977, 0.8648648648648649 
157, 0.00029970676405355334, 0.00013180027599446476, 0.8638638638638638 
158, 0.0002978741249535233, 0.00013141347153577954, 0.8628628628628628 
159, 0.000301083957310766, 0.00013500840577762574, 0.8618618618618619 
160, 0.0003055628330912441, 0.00013223133282735944, 0.8608608608608609 
161, 0.0003124272625427693, 0.00013189513992983848, 0.8598598598598599 
162, 0.0003128144016955048, 0.00013750205107498914, 0.8588588588588588 
163, 0.00031512416899204254, 0.0001412958954460919, 0.8578578578578578 
164, 0.0003141862980555743, 0.00013331211812328547, 0.8568568568568569 
165, 0.00031950516859069467, 0.00013400876196101308, 0.8558558558558559 
166, 0.00032556525547988713, 0.00013417763693723828, 0.8548548548548549 
167, 0.0003304152633063495, 0.00013146769197192043, 0.8538538538538538 
168, 0.000320916878990829, 0.0001390750694554299, 0.8528528528528528 
169, 0.000328173948219046, 0.0001370098179904744, 0.8518518518518519 
170, 0.00033035167143680155, 0.00013510408462025225, 0.8508508508508509 
171, 0.0003221522201783955, 0.00013519544154405594, 0.8498498498498499 
172, 0.0003285972052253783, 0.00013587548164650798, 0.8488488488488488 
173, 0.00033124873880296946, 0.00014353083679452538, 0.8478478478478478 
174, 0.0003303248668089509, 0.0001370037643937394, 0.8468468468468469 
175, 0.000329815928125754, 0.00013756999396719038, 0.8458458458458459 
176, 0.0003367930476088077, 0.00014397708582691848, 0.8448448448448449 
177, 0.0003400533751118928, 0.00013550868607126176, 0.8438438438438438 
178, 0.00034123551449738443, 0.0001406409137416631, 0.8428428428428428 
179, 0.00033944955794140697, 0.000135458743898198, 0.8418418418418419 
180, 0.00034295819932594895, 0.0001539202348794788, 0.8408408408408409 
181, 0.00035352990380488336, 0.0001375454739900306, 0.8398398398398399 
182, 0.0003455977130215615, 0.00013793956895824522, 0.8388388388388388 
183, 0.00034816801780834794, 0.00014020770322531462, 0.8378378378378378 
184, 0.0003579602634999901, 0.00013666666927747428, 0.8368368368368369 
185, 0.00035023674718104303, 0.0001426202361471951, 0.8358358358358359 
